Ngày đặt hàng,Mã đơn hàng,Barcode,Tên sản phẩm,Tên phân loại hàng,Số lượng,Giá bán thực,Người Mua,Phương thức thanh toán,Tỉnh/Thành phố,Hủy bởi,Hủy với lý do,Trạng thái Trả hàng/Hoàn tiền,Thời gian hoàn thành đơn hàng
25/01/2023,230125AGHW3X7T,4573103660625,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-GR - XÁM,L-LL (26.0cm-29.0cm),1,390000,dcubm,Thanh toán khi nhận hàng,Hà Nội,,,,29/01/2023
26/01/2023,230126AQ6GP2E9,4550234231986,MIZUNO MONARCIDA NEO SALA PRO TF - Q1GB212103 - TRẮNG BẠC,43,1,2190000,qockficjr,Thanh toán khi nhận hàng,Gia Lai,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
26/01/2023,230126AQ6GP2E9,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,qockficjr,Thanh toán khi nhận hàng,Gia Lai,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
26/01/2023,230126AQ6GP2E9,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,qockficjr,Thanh toán khi nhận hàng,Gia Lai,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
26/01/2023,230126BVRTR52D,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,3,30000,bachnuttela,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,03/02/2023
26/01/2023,230126BW47Y5R0,4550234784277,MIZUNO MONARCIDA NEO II SELECT AS TF - P1GD210523 -  XANH NGỌC,41,1,1399000,khanggay2008,Thanh toán khi nhận hàng,Bình Định,,,,03/02/2023
26/01/2023,230126BW47Y5R0,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,khanggay2008,Thanh toán khi nhận hàng,Bình Định,,,,03/02/2023
26/01/2023,230126BW47Y5R0,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,khanggay2008,Thanh toán khi nhận hàng,Bình Định,,,,03/02/2023
26/01/2023,230126C8V0V4Q0,4065427036779,ADIDAS X SPEEDPORTAL.3 TF - GW8487 - ĐEN XÁM,41 1/3,1,1850000,phinguynhong703,Thanh toán khi nhận hàng,Long An,,,,29/01/2023
26/01/2023,230126CWE3XG1F,MIP1GZ180245-L,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,L (Size 42 - 43),1,80000,quachthanh17,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,31/01/2023
26/01/2023,230126CWE3XG1F,4573103660533,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-BK - ĐEN,L-LL,2,390000,quachthanh17,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,31/01/2023
26/01/2023,230127D3ARPQQ4,Baloxanhreu,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu xanh rêu,1,90000,trungnguyenv06078,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,02/02/2023
27/01/2023,230127DX6TQK34,4066748888931,ADIDAS TOP SALA COMPETITION - FZ6123 - XANH HOÀNG GIA,40 2/3,1,1950000,gjdvcnacl0,Thanh toán khi nhận hàng,Bình Thuận,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
27/01/2023,230127E7VK76CX,4571547074329,MIZUNO ALPHA PRO AS TF - P1GD236409 - XÁM/TRẮNG,41,1,3051000,kaicr7,Thanh toán khi nhận hàng,Sóc Trăng,,,,02/02/2023
27/01/2023,230127E9ANM90C,4550234819856,MIZUNO MONARCIDA NEO II SELECT AS TF - P1GD210564 - BẠC/HỒNG,40.5,1,1399000,ckibinguyen,Thanh toán khi nhận hàng,Kiên Giang,,,,03/02/2023
27/01/2023,230127ENAF0P45,MIP1GZ180245-L,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,L (Size 42 - 43),1,80000,sion09,Thanh toán khi nhận hàng,Đồng Nai,,,,30/01/2023
27/01/2023,230127ESAWDG58,4571546632735,MIZUNO MORELIA NEO III PRO AS - P1GD228460 - ĐỎ/TRẮNG,38.5,1,2745000,nbhung2006,Thanh toán khi nhận hàng,Bình Định,,,,01/02/2023
27/01/2023,230127ESAWDG58,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,nbhung2006,Thanh toán khi nhận hàng,Bình Định,,,,01/02/2023
27/01/2023,230127ESAWDG58,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,nbhung2006,Thanh toán khi nhận hàng,Bình Định,,,,01/02/2023
27/01/2023,230127FGVQKBCA,196152910127,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY TF - DR5948-810 - VÀNG ĐỒNG,44,1,2350000,baonguyen7753,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
27/01/2023,230127FGVQKBCA,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,baonguyen7753,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
27/01/2023,230127FGVQKBCA,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,baonguyen7753,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Thay đổi đơn hàng,,
27/01/2023,230127FH4R65GB,196152910103,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY TF - DR5948-810 - VÀNG ĐỒNG,42.5,1,2350000,baonguyen7753,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,29/01/2023
27/01/2023,230127FH4R65GB,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,baonguyen7753,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,29/01/2023
27/01/2023,230127FH4R65GB,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,baonguyen7753,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,29/01/2023
28/01/2023,230128GV5TJUUK,Baloxamxanhnew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu xám xanh,1,90000,73_00rfm0u,Thanh toán khi nhận hàng,Long An,,,,01/02/2023
28/01/2023,230128H12WC1JH,196151860898,NIKE ZOOM MERCURIAL VAPOR 15 CR7 ACADEMY TF - DQ5319-182 - TRẮNG XANH,41,1,2190000,thuansc,Thanh toán khi nhận hàng,Bắc Ninh,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
28/01/2023,230128HMS3RQX8,2000000002323,KAMITO FUTSAL TA11-IN - F21007 - ĐỎ/VÀNG,40,1,690000,hgsbsjhshs,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,Hủy bởi người mua,Đổi ý không muốn mua nữa,,
28/01/2023,230128HYWC0QDF,196149082530,NIKE TIEMPO LEGEND 9 ACADEMY TF - DA1191-001 - ĐEN/TRẮNG,39,1,1850000,1gtjalv6ut,Thanh toán khi nhận hàng,Thái Bình,Hủy bởi người mua,Muốn thay đổi sản phẩm trong đơn hàng,,
28/01/2023,230128J1CSA4RD,8445456304227,JOMA SUPER REGATE 2223 - TRẮNG/XANH LÁ,42,1,1650000,hoangpham779,Thanh toán khi nhận hàng,Long An,,,,05/02/2023
28/01/2023,230128J1DAGEB5,4550234784284,MIZUNO MONARCIDA NEO II SELECT AS TF - P1GD210523 -  XANH NGỌC,42,1,1399000,hoangpham779,Thanh toán khi nhận hàng,Long An,,,,05/02/2023
29/01/2023,230129JE2PAQQQ,4064047334296,ADIDAS X SPEEDFLOW.4 TF - FY3333 - ĐEN/XANH,40 2/3,1,890000,docapin,Thanh toán khi nhận hàng,Tây Ninh,,,,02/02/2023
29/01/2023,230129JE2PAQQQ,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,docapin,Thanh toán khi nhận hàng,Tây Ninh,,,,02/02/2023
29/01/2023,230129JE2PAQQQ,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,docapin,Thanh toán khi nhận hàng,Tây Ninh,,,,02/02/2023
29/01/2023,230129K19T77K9,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,90000,phatduc29,Ví ShopeePay,Nam Định,,,,05/02/2023
29/01/2023,230129K9V9GPQH,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,30000,1geaos3yoi,Thanh toán khi nhận hàng,Cà Mau,Hủy bởi người mua,Lý do khác,,
29/01/2023,230129K9V9GPQH,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,90000,1geaos3yoi,Thanh toán khi nhận hàng,Cà Mau,Hủy bởi người mua,Lý do khác,,
29/01/2023,230129M6P9CE2M,MIP1GZ180245-M,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,M ( Size 39 - 41),1,80000,anh_tuan_2208,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,31/01/2023
29/01/2023,230129M6P9CE2M,196149125527,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY TF - DJ5629-780  - VÀNG/HỒNG,40,1,2290000,anh_tuan_2208,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,31/01/2023
29/01/2023,230129M6P9CE2M,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,anh_tuan_2208,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,31/01/2023
29/01/2023,230129M6P9CE2M,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,anh_tuan_2208,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,31/01/2023
29/01/2023,230129M8V4R1D5,8424309829438,JOMA TOP FLEX REBOUND 2102 - TRẮNG/XANH NEON,39,1,1750000,nhan291026,Thanh toán khi nhận hàng,Long An,,,,04/02/2023
29/01/2023,230129M8V4R1D5,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,nhan291026,Thanh toán khi nhận hàng,Long An,,,,04/02/2023
29/01/2023,230129M8V4R1D5,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,nhan291026,Thanh toán khi nhận hàng,Long An,,,,04/02/2023
29/01/2023,230129MDUMTPWU,2000000022338,KAMITO CỎ NHÂN TẠO TA11 AS - KMA220872 - HỒNG/TRẮNG,44,1,690000,kyvanmanh,Thanh toán khi nhận hàng,Bình Phước,,,,04/02/2023
30/01/2023,230130NKHBKTGV,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,5,30000,phchongg247,Thanh toán khi nhận hàng,Hải Phòng,,,,06/02/2023
30/01/2023,230130NYGJWSA5,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,30000,1geaos3yoi,Thanh toán khi nhận hàng,Cà Mau,,,,04/02/2023
30/01/2023,230130NYGJWSA5,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,90000,1geaos3yoi,Thanh toán khi nhận hàng,Cà Mau,,,,04/02/2023
30/01/2023,230130Q2E4SA7F,MIP1GZ180245-O,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,O ( Size 43 trở lên),1,80000,surlyyy,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,01/02/2023
30/01/2023,230131Q3X46TDK,4573103660540,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-WH - TRẮNG/ĐEN,L-LL,1,390000,quoctrung646,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,06/02/2023
31/01/2023,230131Q9M1DWR7,MIP1GZ180245-L,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,L (Size 42 - 43),1,80000,tuandua1,Thanh toán khi nhận hàng,Quảng Ngãi,,,,07/02/2023
31/01/2023,230131QDCQTG70,196153168152,NIKE TIEMPO REACT LEGEND 9 PRO TF - DR5984-510 - NÂU,42,1,2690000,daidungnguyen,Thanh toán khi nhận hàng,Hà Nam,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
31/01/2023,230131QDCQTG70,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,2,0,daidungnguyen,Thanh toán khi nhận hàng,Hà Nam,Hủy bởi người mua,Muốn nhập/thay đổi mã Voucher,,
31/01/2023,230131QDJTCW4J,196153168152,NIKE TIEMPO REACT LEGEND 9 PRO TF - DR5984-510 - NÂU,42,1,2690000,daidungnguyen,Thanh toán khi nhận hàng,Hà Nam,,,,04/02/2023
31/01/2023,230131QDJTCW4J,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,2,0,daidungnguyen,Thanh toán khi nhận hàng,Hà Nam,,,,04/02/2023
31/01/2023,230131S00JW0M8,4064047303902,ADIDAS X SPEEDFLOW.1 TF - FY3280 - ĐỎ/ĐEN,40 2/3,1,2390000,ngdung078,Thanh toán khi nhận hàng,Hà Nội,,,,08/02/2023
31/01/2023,230131S6D7R2YP,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,2,30000,khangngc299,Thanh toán khi nhận hàng,Gia Lai,Hủy bởi người mua,Lý do khác,,
31/01/2023,230131S6D7R2YP,JOMASOCKW,VỚ CHỐNG TRƠN JOMA CHÍNH HÃNG - TRẮNG,Free Size,1,180000,khangngc299,Thanh toán khi nhận hàng,Gia Lai,Hủy bởi người mua,Lý do khác,,
31/01/2023,230131S6D7R2YP,196152910271,NIKE ZOOM MERCURIAL VAPOR 15 ACADEMY TF - DR5949-810 - ĐỒNG,41,1,2150000,khangngc299,Thanh toán khi nhận hàng,Gia Lai,Hủy bởi người mua,Lý do khác,,
31/01/2023,230131SG9MVJ64,VOTHF-2,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Đen trơn,1,30000,trung_anh_18,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,03/02/2023
31/01/2023,230201SP9BW8B7,JOMASOCKW,VỚ CHỐNG TRƠN JOMA CHÍNH HÃNG - TRẮNG,Free Size,1,180000,maidangbichngoc123,Thanh toán khi nhận hàng,Bà Rịa - Vũng Tàu,,,,03/02/2023
01/02/2023,230201TNXQQ7YA,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,3,30000,juschyf,Thanh toán khi nhận hàng,Quảng Nam,,,,08/02/2023
01/02/2023,230201UTQVUF1H,VOTHF-2,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Đen trơn,5,30000,nkdao2020,Thanh toán khi nhận hàng,Đồng Tháp,,,,08/02/2023
01/02/2023,230201V1RX192A,8717154536096,BĂNG VẢI THỂ THAO STARBALM – 5cm x 10m,5CM x 10CM,1,180000,nhatlinh00,Thanh toán khi nhận hàng,Hà Tĩnh,,,,09/02/2023
01/02/2023,230201V1RX192A,JOMASOCKW,VỚ CHỐNG TRƠN JOMA CHÍNH HÃNG - TRẮNG,Free Size,1,180000,nhatlinh00,Thanh toán khi nhận hàng,Hà Tĩnh,,,,09/02/2023
01/02/2023,230202V51R3ECU,MIP1GZ180245-M,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,M ( Size 39 - 41),1,80000,ngotongvinhquang,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,03/02/2023
01/02/2023,230202V6B1XE1T,4065418231480,ADIDAS BA LÔ MODERN UTILITY 25L - H22706 - XANH RÊU,Balo adidas,1,650000,lianmesthy,Thanh toán khi nhận hàng,Bến Tre,,,,05/02/2023
02/02/2023,230202V7P232BH,4550234821545,MIZUNO MONARCIDA NEO SALA SELECT TF - Q1GB212262 - TRẮNG/ĐỎ/XANH,41,1,1860000,thanhtructv.20,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Trà Vinh,,,,04/02/2023
02/02/2023,230202V7P232BH,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,thanhtructv.20,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Trà Vinh,,,,04/02/2023
02/02/2023,230202V7P232BH,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,thanhtructv.20,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Trà Vinh,,,,04/02/2023
02/02/2023,230202VXJT1Y19,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,30000,khaipham3107,Thanh toán khi nhận hàng,Quảng Ngãi,,,,08/02/2023
02/02/2023,230202044N1FGK,4065418277174,ADIDAS DÉP QUAI NGANG ADILETTE SHOWER SLIDES - GW1048 - XANH BIỂN,40 1/2,1,490000,nhattrinh908,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,07/02/2023
02/02/2023,230202153Q0NN2,196152910110,NIKE ZOOM MERCURIAL SUPERFLY 9 ACADEMY TF - DR5948-810 - VÀNG ĐỒNG,43,1,2350000,bt._.tb,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,08/02/2023
02/02/2023,230202153Q0NN2,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,bt._.tb,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,08/02/2023
02/02/2023,230202153Q0NN2,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,bt._.tb,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,08/02/2023
02/02/2023,23020215W0QGTP,4065426053326,ADIDAS PREDATOR EDGE.3 L TF - GV8528 - TRẮNG,42 2/3,1,1900000,hngchu810,Thanh toán khi nhận hàng,Hà Nội,,,,09/02/2023
02/02/2023,23020217N5EAPV,4571546207926,MIZUNO MONARCIDA NEO II SELECT AS TF - P1GD222525 - TRẮNG/XANH DƯƠNG,41,1,1399000,kietho375,Thanh toán khi nhận hàng,Đồng Nai,,,,11/02/2023
02/02/2023,23020219PY5155,MIP1GZ180245-M,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,M ( Size 39 - 41),1,80000,quanchelsea2020,Thanh toán khi nhận hàng,Bình Dương,,,,08/02/2023
02/02/2023,2302021AK4CBE6,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,3,30000,Ni86,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,04/02/2023
03/02/2023,2302032T7PG55N,4573103660502,VỚ NGẮN CHỐNG TRƯỢT ACTIVITAL FOOT SUPPORTER PRO JAPAN - GSM15-OG - CAM/ĐEN,S-M,1,390000,ngocphan0812,Ví ShopeePay,Hà Nội,,,,06/02/2023
03/02/2023,2302033NA4Q951,Baloxamxanhnew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu xám xanh,1,90000,_h54o66brm,Thanh toán khi nhận hàng,Đồng Nai,,,,11/02/2023
04/02/2023,2302044XW6NMGB,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,90000,myxanh1807,Thanh toán khi nhận hàng,Đồng Tháp,,,,10/02/2023
04/02/2023,2302044XW6NMGB,4573103657311,KHẨU TRANG VẢI KHÁNG KHUẨN NHẬT BẢN ACTIVITAL,Xám,1,180000,myxanh1807,Thanh toán khi nhận hàng,Đồng Tháp,,,,10/02/2023
04/02/2023,23020458HS0XT5,4065418162036,ADIDAS PREDATOR EDGE.3 LOW TF - GX2632 - XANH NAVY,44,1,1790000,nguyentrong20004,Thanh toán khi nhận hàng,Hà Nội,Hủy bởi người mua,Lý do khác,,
04/02/2023,2302045C0RGE9H,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,5,30000,minh_vu_le,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Nam Định,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
04/02/2023,2302045G8DHWN5,8934622010012,BÓNG ĐỘNG LỰC FUTSAL FUS2.76 - TRẮNG/XANH,4,1,450000,hieupham132_hhh,Thanh toán khi nhận hàng,Bà Rịa - Vũng Tàu,Hủy bởi người mua,Lý do khác,,
04/02/2023,2302045MPGQA06,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,5,30000,minh_vu_le,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Nam Định,,,,13/02/2023
04/02/2023,23020466SA207U,MIP1GZ180245-L,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,L (Size 42 - 43),1,80000,thucthqt,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,06/02/2023
04/02/2023,2302046HKKNR8V,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,3,30000,duongphuthinh1105,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,06/02/2023
05/02/2023,23020574GAQXCS,4064047303803,ADIDAS X SPEEDFLOW.1 TF - FY3280 - ĐỎ/ĐEN,39 1/3,1,2390000,mazeti25,Tài khoản ngân hàng đã liên kết Ví ShopeePay,Cà Mau,,,,07/02/2023
05/02/2023,2302057AD80UQA,8424309985172,JOMA REGATE REBOUND IN 2104 - XANH HOÀNG GIA,42,1,1750000,Ng20,Thanh toán khi nhận hàng,Bà Rịa - Vũng Tàu,Hủy bởi người mua,Thay đổi đơn hàng,,
05/02/2023,2302058J4JUE9E,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,90000,thienphuclate123,Ví ShopeePay,TP. Hồ Chí Minh,,,,09/02/2023
05/02/2023,2302058JVXY3U2,4066748423897,ADIDAS X SPEEDPORTAL.1 TF - GZ2440 - HỒNG/ĐEN,44,1,2850000,tihon7472819,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,08/02/2023
05/02/2023,2302058PER3H84,8934886023247,TRÁI BÓNG FUTSAL GERUSTAR 2030 - VÀNG/XANH LÁ,4,1,290000,nguyenthanhdanh14021996,Thẻ Tín dụng/Ghi nợ,TP. Hồ Chí Minh,,,,08/02/2023
05/02/2023,2302058PQBQ4TV,8445456277910,JOMA TOP FLEX 2242 - TRẮNG/XANH MINT,41,1,1650000,lynhanduc231,Thanh toán khi nhận hàng,Bà Rịa - Vũng Tàu,,,,12/02/2023
05/02/2023,2302058SENYYKK,MIP1GZ180245-O,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,O ( Size 43 trở lên),1,80000,manhhhoai,Thanh toán khi nhận hàng,Cà Mau,,,,12/02/2023
05/02/2023,230205905J027V,8424309985172,JOMA REGATE REBOUND IN 2104 - XANH HOÀNG GIA,42,1,1750000,Ng20,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,09/02/2023
06/02/2023,230206A9WDD4G5,4065426217377,ADIDAS PREDATOR EDGE.1 TF - GZ6101 - TRẮNG,41 1/3,1,3050000,ngoc_ai2008,Thanh toán khi nhận hàng,Đắk Lắk,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
06/02/2023,230206AG3S39F3,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,30000,totomy193,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,12/02/2023
06/02/2023,230206AK5SPVWR,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,90000,fdnusionim,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,12/02/2023
06/02/2023,230206AK7SM2SK,Baloxamxanhnew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu xám xanh,1,90000,ngocphung02,Tài khoản ngân hàng đã liên kết Ví ShopeePay,TP. Hồ Chí Minh,,,,12/02/2023
06/02/2023,230206BEE7J11V,4064047334296,ADIDAS X SPEEDFLOW.4 TF - FY3333 - ĐEN/XANH,40 2/3,1,890000,nguyenhieu2109,Thanh toán khi nhận hàng,Hà Nội,Hủy bởi người mua,Thay đổi đơn hàng,,
06/02/2023,230206BEE7J11V,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,nguyenhieu2109,Thanh toán khi nhận hàng,Hà Nội,Hủy bởi người mua,Thay đổi đơn hàng,,
06/02/2023,230207BKT87BCW,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,2,30000,huynhkhanhhuy12345,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,12/02/2023
07/02/2023,230207CMDP94BJ,MIP1GZ180245-M,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,M ( Size 39 - 41),1,80000,nguyenct1878,Thanh toán khi nhận hàng,Đắk Lắk,,,,10/02/2023
07/02/2023,230207CUXVC2EM,4066748892884,ADIDAS TOP SALA COMPETITION - GY9055 - ĐEN/TRẮNG,40 2/3,1,1950000,hipcoichuong,Thẻ Tín dụng/Ghi nợ,Hà Nội,,,,13/02/2023
07/02/2023,230207DBXYAT2P,MIP1GZ180245-M,LÓT GIÀY MIZUNO - P1GZ180245 - VÀNG,M ( Size 39 - 41),1,80000,nguynnam236,Thanh toán khi nhận hàng,Trà Vinh,,,,11/02/2023
07/02/2023,230207DSXR883K,196153168350,NIKE TIEMPO LEGEND 9 ACADEMY TF - DR5985-510 - NÂU,41,1,1850000,luuthientri1010,Thanh toán khi nhận hàng,Bà Rịa - Vũng Tàu,,,,10/02/2023
08/02/2023,230208F7FKQBTE,4571546207933,MIZUNO MONARCIDA NEO II SELECT AS TF - P1GD222525 - TRẮNG/XANH DƯƠNG,42,1,1399000,bdmb7td4v9,Thanh toán khi nhận hàng,Quảng Ngãi,Hủy bởi người mua,Muốn thay đổi địa chỉ giao hàng,,
08/02/2023,230208FCD6RSV5,4571547074336,MIZUNO ALPHA PRO AS TF - P1GD236409 - XÁM/TRẮNG,42,1,3051000,tnghinhn,Thanh toán khi nhận hàng,Bến Tre,,,,10/02/2023
08/02/2023,230208FCD6RSV5,VOTHF-1,VỚ ĐÁ BÓNG THF TRẮNG/ĐEN,Trắng trơn,1,0,tnghinhn,Thanh toán khi nhận hàng,Bến Tre,,,,10/02/2023
08/02/2023,230208FCD6RSV5,Balodennew,BALO THF - ĐEN TRẮNG/XANH RÊU/XÁM XANH,Màu trắng đen,1,0,tnghinhn,Thanh toán khi nhận hàng,Bến Tre,,,,10/02/2023
09/02/2023,230209JHAUEJ1W,4065427109688,ADIDAS X SPEEDPORTAL MESSI.3 TF - GW8395 - TRẮNG/ĐỎ,40 2/3,1,1890000,rydnunoahg,Thanh toán khi nhận hàng,Hải Phòng,,,,17/02/2023
09/02/2023,230209JPGY86JH,4589627526316,DESPORTE SAO LUIS KT PRO II - DS1945 - ĐEN CAMO,41 1/3,1,2450000,helenalim951,Thanh toán khi nhận hàng,TP. Hồ Chí Minh,,,,15/02/2023
